PlayerName,SecondsRemaining,CarPositionX,CarPositionY,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,SpeedFlip
RLDataCoach,296.0,977.31,-2341.72,17.01,-0.0036064214,-0.0031748377,0.7432149,-0.66903555,-18319.0,-213375.0,26.0,-1.0,4.0,-1774.0,128.4959600233408,0
RLDataCoach,296.0,959.7,-2519.28,17.01,-0.0036064214,-0.0031748377,0.7458656,-0.66607916,-22757.0,-212887.0,26.0,-1.0,5.0,-513.0,128.45992502660118,0
RLDataCoach,296.0,935.92,-2732.06,17.01,-0.0036064214,-0.0031748377,0.74671245,-0.66512966,-24325.0,-212701.0,26.0,-1.0,5.0,-118.0,128.45244961743626,0
RLDataCoach,296.0,917.52,-2891.54,17.01,-0.0036064214,-0.0031748377,0.74688053,-0.6649409,-24652.0,-212659.0,26.0,-1.0,5.0,-38.0,128.44985769536686,0
RLDataCoach,296.0,896.69,-3068.71,17.01,-0.0035902371,-0.0031856273,0.7488439,-0.662729,-26369.0,-212371.0,27.0,3.0,36.0,-4280.0,128.4010745716717,0
RLDataCoach,296.0,872.57,-3227.13,17.01,-0.0036657641,-0.0030939158,0.7770756,-0.62938905,-38189.0,-209950.0,28.0,0.0,1.0,-15289.0,128.0369676374757,0
RLDataCoach,296.0,830.54,-3399.09,17.01,-0.0039031352,-0.0027918073,0.8205373,-0.5715728,-61708.0,-202495.0,28.0,-2.0,-9.0,-18483.0,127.01321626618231,0
RLDataCoach,296.0,758.72,-3577.59,17.01,-0.0041405065,-0.0024033817,0.86754864,-0.4973293,-92367.0,-187160.0,28.0,0.0,-6.0,-19576.0,125.22695582932614,0
RLDataCoach,295.0,679.18,-3710.9,17.01,-0.0043131397,-0.0020635098,0.90201944,-0.431669,-116720.0,-169594.0,28.0,1.0,-1.0,-19904.0,123.52670256750157,0
RLDataCoach,295.0,570.64,-3841.58,17.01,-0.0044749836,-0.001685874,0.9348139,-0.35510573,-140713.0,-145739.0,28.0,3.0,-1.0,-20050.0,121.54999752628545,0
RLDataCoach,295.0,444.07,-3950.67,17.01,-0.004599064,-0.0013082381,0.9612196,-0.2757426,-160318.0,-118334.0,28.0,3.0,0.0,-20095.0,119.55637618730337,0
RLDataCoach,295.0,303.43,-4035.7,17.01,-0.004701565,-0.0009306024,0.980915,-0.19437797,-174887.0,-88411.0,28.0,1.0,0.0,-20094.0,117.57852121301747,0
RLDataCoach,295.0,168.44,-4090.29,17.01,-0.004750118,-0.0005907302,0.9927604,-0.12001581,-183427.0,-60159.0,28.0,0.0,-2.0,-20072.0,115.8242001562713,0
RLDataCoach,295.0,13.24,-4125.79,17.01,-0.004787882,-0.00018072568,0.9993133,-0.036741387,-187740.0,-28206.0,28.0,0.0,0.0,-20032.0,113.90820539012981,0
RLDataCoach,295.0,-143.11,-4134.73,17.01,-0.004787882,0.00021848927,0.99890244,0.04659233,-186690.0,3429.0,28.0,-1.0,-1.0,-19979.0,112.03289415613612,0
RLDataCoach,295.0,-296.19,-4117.81,17.01,-0.004750118,0.00060691463,0.9915876,0.12934884,-180516.0,33857.0,28.0,-2.0,0.0,-19917.0,110.19816902308314,0
RLDataCoach,295.0,-455.95,-4070.99,17.01,-0.004679986,0.0010331036,0.97570825,0.21902148,-168265.0,64985.0,28.0,-3.0,0.0,-19839.0,108.22669746527423,0
RLDataCoach,295.0,-563.71,-4019.83,17.01,-0.0045936694,0.0013352121,0.95913386,0.2829123,-156133.0,85565.0,28.0,-4.0,0.0,-19775.0,106.82508193902778,0
RLDataCoach,295.0,-674.12,-3946.89,17.01,-0.0044965628,0.0016750843,0.93559206,0.35305032,-139667.0,106217.0,28.0,-4.0,1.0,-19698.0,105.28063541943503,0
RLDataCoach,295.0,-780.94,-3849.2,17.01,-0.004334719,0.0020527202,0.90350497,0.42855075,-118396.0,125679.0,28.0,-1.0,0.0,-19717.0,103.59834395761351,0
RLDataCoach,294.0,-900.49,-3687.8,17.01,-0.004064979,0.0025490413,0.8564804,0.5161572,-91881.0,149422.0,2.0,-15.0,28.0,-9286.0,105.24665699983062,0
RLDataCoach,294.0,-958.65,-3583.82,17.01,-0.0040110312,0.0026407528,0.84723413,0.53119797,-84440.0,160602.0,1.0,4.0,-8.0,-3174.0,108.86836896821775,0
RLDataCoach,294.0,-1020.68,-3459.3,17.01,-0.0040110312,0.0026191736,0.84372824,0.5367492,-82065.0,169966.0,1.0,4.0,-12.0,-990.0,113.24450510960786,0
RLDataCoach,294.0,-1089.6,-3313.74,17.01,-0.004016426,0.002613779,0.84348786,0.53712684,-84382.0,177936.0,2.0,-8.0,16.0,2916.0,118.15817842468627,0
RLDataCoach,294.0,-1165.78,-3164.33,27.06,-0.004070374,0.002527462,0.86827415,0.49606147,-98501.0,179650.0,30749.0,-19.0,36.0,15620.0,124.30585416914201,0
RLDataCoach,294.0,-1243.33,-3028.11,51.48,-0.006454916,0.0036387902,0.8973323,0.44129333,-105574.0,184400.0,32277.0,-2823.0,-2003.0,15049.0,128.95259715802547,0
RLDataCoach,294.0,-1331.46,-2869.38,75.4,-0.044035196,0.027235715,0.91512865,0.39982337,-82192.0,213694.0,21887.0,-29278.0,-8835.0,6517.0,137.99959730680376,0
RLDataCoach,294.0,-1394.54,-2708.84,88.89,-0.14334838,0.24517015,0.8777146,0.38595328,-85190.0,213157.0,14362.0,-51556.0,15057.0,-11838.0,137.99936059808394,0
RLDataCoach,294.0,-1482.22,-2495.69,95.74,-0.06712501,0.53236324,0.7490166,0.38866153,-89364.0,211925.0,-1188.0,-40212.0,29618.0,-23038.0,137.9994019095735,0
RLDataCoach,294.0,-1574.21,-2284.2,93.17,0.051571727,0.75510526,0.5434065,0.3631332,-93763.0,210001.0,-2776.0,-39400.0,29907.0,-24044.0,137.99951262435675,0
